Source title,CiteScore,SNIP,SJR,PC1_score,impact_index,tier
Women's Studies International Forum,2.7,1.091,0.557,-0.22929706543715872,2.343952363526786,C: Acceptable
Child Care in Practice,3.5,0.992,0.473,-0.23017538885803207,2.340736215142678,C: Acceptable
Developing World Bioethics,3.1,1.216,0.34,-0.2319218943966567,2.3343410526861224,C: Acceptable
Africa,2.1,1.212,0.566,-0.23357774248873736,2.3282778497256706,C: Acceptable
New Research of Tuva,3,1.139,0.434,-0.23444388195763022,2.325106315200812,C: Acceptable
Archivos de Historia del Movimiento Obrero y la Izquierda,0.4,2.056,0.117,-0.23478933709109173,2.323841365476303,C: Acceptable
International Journal of Middle East Studies,1.2,1.659,0.327,-0.23490489389116817,2.3234182322579384,C: Acceptable
Gender and Development,2.4,1.194,0.514,-0.23495440815124605,2.323236926370204,C: Acceptable
Studia Historica Slovenica,1.3,1.482,0.478,-0.23515330219575922,2.322508637969066,C: Acceptable
"Methods, Data, Analyses",2.8,1.106,0.51,-0.23528475878569655,2.322027284643788,C: Acceptable
Applied Psychological Measurement,2.5,0.962,0.718,-0.2358340198240981,2.3200160608062723,C: Acceptable
Asian Survey,2.2,1.263,0.489,-0.23628221209901304,2.3183749194835195,C: Acceptable
Journal of Culture and Values in Education,2.5,1.291,0.392,-0.2375425617535104,2.313759909330776,C: Acceptable
Journal of Social Studies Research,2.6,1.002,0.652,-0.23841999524857319,2.310547019579411,C: Acceptable
Women and Criminal Justice,3.6,0.991,0.437,-0.239049912770383,2.3082404566758785,C: Acceptable
South Asia Research,2.3,1.29,0.435,-0.23933998608890117,2.3071782980080644,C: Acceptable
South Asia Multidisciplinary Academic Journal,2.5,1.322,0.357,-0.24032384850802127,2.3035756984937636,C: Acceptable
Studia Logica,1.6,1.25,0.628,-0.241566763118094,2.2990245300747376,C: Acceptable
Genes and Environment,4.6,0.657,0.536,-0.24170694444682664,2.2985112294577084,C: Acceptable
History and Technology,2.1,1.322,0.443,-0.24271656727895738,2.2948143032879758,C: Acceptable
International Journal of Social Welfare,3.3,0.977,0.512,-0.24283507108686872,2.294380379039496,C: Acceptable
Ager,2.6,1.076,0.572,-0.24288816084484102,2.294185980785667,C: Acceptable
Review of Regional Research,2.6,1.136,0.51,-0.2447581670646534,2.2873385970780333,C: Acceptable
Language and Cognition,1.7,1.209,0.64,-0.24511570189302412,2.2860294152513854,C: Acceptable
Intellectual and Developmental Disabilities,2.4,1.044,0.644,-0.24557532131751217,2.284346431245446,C: Acceptable
Translational Issues in Psychological Science,3.7,0.717,0.669,-0.24804281217829738,2.275311243800684,C: Acceptable
Administratie si Management Public,5,0.73,0.364,-0.24805447911387238,2.2752685230954115,C: Acceptable
Emotions and Society,2.6,1.108,0.531,-0.24873940554122043,2.27276053461395,C: Acceptable
China International Strategy Review,2.6,1.242,0.396,-0.2507947173168775,2.265234619342848,C: Acceptable
Agrarian South,1.9,1.213,0.581,-0.2513044770859752,2.2633680369214932,C: Acceptable
Folia Geographica,4.6,0.876,0.302,-0.2532436131936071,2.2562675209715435,C: Acceptable
Indonesian Journal of Islam and Muslim Societies,2.8,0.976,0.608,-0.2534631617097282,2.255463602291276,C: Acceptable
Journal of Demographic Economics,3.8,0.857,0.499,-0.2541533560682144,2.2529363242772638,C: Acceptable
Muslim World,1,1.816,0.184,-0.2555357657842961,2.2478743679763262,C: Acceptable
"Gender, Technology and Development",3.5,0.939,0.483,-0.25591345971761836,2.2464913697498483,C: Acceptable
Social Service Review,2.7,0.988,0.614,-0.2563320378071835,2.2449586664034666,C: Acceptable
Military Psychology,2.8,0.885,0.692,-0.2567657516676194,2.2433705405511253,C: Acceptable
French Politics,1.6,1.283,0.57,-0.25721817439129274,2.2417139086350266,C: Acceptable
Review of Cognitive Linguistics,1.3,1.467,0.453,-0.25946520516039717,2.2334859777779514,C: Acceptable
University of Toronto Law Journal,1.8,1.166,0.635,-0.2602680020945419,2.2305463840005832,C: Acceptable
Latin American and Caribbean Ethnic Studies,1.4,1.346,0.547,-0.26092869374133226,2.2281271357809405,C: Acceptable
"Weather, Climate, and Society",3.9,0.688,0.63,-0.26182998774606125,2.2248268762318633,C: Acceptable
Journal of Multidisciplinary Applied Natural Science,4.8,0.804,0.313,-0.2622847241764546,2.2231617722382224,C: Acceptable
History and Philosophy of Logic,1,1.523,0.46,-0.26278074308925925,2.221345504577595,C: Acceptable
Tejuelo. Didactica de la Lengua y la Literatura. Educacion,1.9,1.336,0.441,-0.26303068905394167,2.2204302798536224,C: Acceptable
Historia y Politica,0.7,1.509,0.538,-0.2647303899598494,2.2142065014684733,C: Acceptable
Developmental Neuropsychology,3.5,0.792,0.613,-0.2647311780341162,2.214203615784545,C: Acceptable
MIT Sloan Management Review,3.5,0.603,0.798,-0.2651425810726159,2.2126971852533264,C: Acceptable
Journal for Deradicalization,2.5,0.622,1.002,-0.26643435258637477,2.2079671179821143,C: Acceptable
Revista Internacional de Educacion para la Justicia Social,2,1.243,0.5,-0.26907865923915586,2.198284485860144,C: Acceptable
Journal of Behavioral and Experimental Economics,2.8,0.914,0.643,-0.2693148884028221,2.1974194878139244,C: Acceptable
Tourism and Hospitality,3.7,0.905,0.449,-0.2696467742918363,2.196204224460706,C: Acceptable
Critical Review of International Social and Political Philosophy,2.3,1.161,0.51,-0.27098957848154326,2.191287291333037,C: Acceptable
Gesture,2.4,1.256,0.394,-0.27110883909186184,2.1908505959084943,C: Acceptable
Ethnography and Education,2.1,1.133,0.582,-0.2712724791545234,2.19025139667209,C: Acceptable
Early Child Development and Care,3.5,0.844,0.551,-0.2714097038533105,2.1897489223183655,C: Acceptable
Journal of Latin American Studies,1.6,1.425,0.407,-0.27159640672926033,2.1890652742013685,C: Acceptable
Journal of Cognitive Enhancement,4.1,0.715,0.541,-0.2725493835497457,2.1855757681851813,C: Acceptable
Social Sciences,3.1,0.961,0.523,-0.27322725842732065,2.1830936002953933,C: Acceptable
Sustainable Development of Mountain Territories,3,0.879,0.626,-0.27324803640022094,2.183017517792775,C: Acceptable
Permanente Journal,2.7,0.808,0.763,-0.27335999364712604,2.1826075650234813,C: Acceptable
Journalism and Media,2.9,1.012,0.517,-0.27374932564969123,2.1811819517913,C: Acceptable
Journal of Public Economic Theory,2.1,1.092,0.618,-0.27389000475060793,2.180666828486674,C: Acceptable
British Politics,3,1.031,0.474,-0.27488541060401067,2.1770219604905896,C: Acceptable
Substance Use and Misuse,2.9,0.716,0.804,-0.27606728916947193,2.172694287166405,C: Acceptable
Journal of Communication Inquiry,3.5,0.92,0.466,-0.27773492529289223,2.16658792008549,C: Acceptable
Journal of Social Work Practice,2.7,1.045,0.52,-0.2795840276329842,2.1598170799122616,C: Acceptable
Chinese Journal of Sociology,2.2,1.032,0.644,-0.2802934574932238,2.1572193674473255,C: Acceptable
International Journal of Community Based Nursing and Midwifery,3.3,0.833,0.592,-0.2804414519851925,2.1566774574459635,C: Acceptable
Childhood,2.7,1.149,0.416,-0.280704336298735,2.1557148564949764,C: Acceptable
Sociological Quarterly,3.1,0.902,0.568,-0.28115741878432754,2.1540558087350328,C: Acceptable
Historical Social Research,3.3,1.03,0.396,-0.28195173798226164,2.1511472578024375,C: Acceptable
Journal of the Indian Institute of Science,4.3,0.766,0.424,-0.28597466071697714,2.1364165604930334,C: Acceptable
China Review,2.5,1.136,0.464,-0.28665535429003924,2.133924071413214,C: Acceptable
Journal of Constructivist Psychology,3.3,0.869,0.545,-0.2875594597736722,2.130613517098998,C: Acceptable
Island Studies Journal,3.7,0.9,0.42,-0.2903953763517745,2.1202292687647577,C: Acceptable
Research Data Journal for the Humanities and Social Sciences,1,1.652,0.288,-0.29047935411390946,2.119921768204517,C: Acceptable
Scientific Culture,3.3,1.007,0.403,-0.29149337179006146,2.1162087494768937,C: Acceptable
Interiority,2.2,1.28,0.382,-0.2915306828539375,2.1160721279147876,C: Acceptable
"International Journal of Service Science, Management, Engineering, and Technology",5.6,0.575,0.31,-0.29174268204810144,2.1152958525137913,C: Acceptable
Network Science,3,0.942,0.533,-0.2922817993778533,2.113321771796233,C: Acceptable
Journal of Motor Behavior,3,0.987,0.488,-0.29276654831976473,2.1115467712791385,C: Acceptable
Frontiers in Communication,3,0.938,0.536,-0.2928505477316486,2.1112391914442212,C: Acceptable
Contemporary Islam,2,1.304,0.401,-0.292985575008425,2.1107447633694436,C: Acceptable
Cognitive Processing,3.2,0.859,0.568,-0.2932505332426858,2.1097745683629996,C: Acceptable
Learning and Motivation,3.3,0.945,0.458,-0.2951083555105178,2.1029717985146146,C: Acceptable
Roeper Review,2.6,0.947,0.612,-0.2959520534395989,2.099882437959261,C: Acceptable
Law and Social Inquiry,2,1.136,0.561,-0.29607054281434414,2.099448566560566,C: Acceptable
World Leisure Journal,3.3,0.868,0.532,-0.2961144076558094,2.0992879470943824,C: Acceptable
Critical Military Studies,2.7,0.987,0.547,-0.2979261917154421,2.0926537549081528,C: Acceptable
i-com,4.4,0.772,0.376,-0.2979837757634514,2.0924428999559175,C: Acceptable
Regional Statistics,4,0.839,0.4,-0.29803904610474075,2.0922405170812244,C: Acceptable
Journal of World-Systems Research,2,1.198,0.496,-0.2985739305802066,2.0902819357653084,C: Acceptable
Journal of Workplace Learning,3.4,0.843,0.53,-0.2986120273128221,2.09014243732757,C: Acceptable
Journal for the Measurement of Physical Behaviour,3.1,0.775,0.662,-0.2999799754531184,2.0851334348389616,C: Acceptable
Journal of Asian Studies,1.8,1.388,0.35,-0.3012051705717799,2.080647149710436,C: Acceptable
Critique of Anthropology,2.5,1.21,0.367,-0.301524751413049,2.079476943631658,C: Acceptable
Technical Communication,2.1,0.851,0.809,-0.30188576229329855,2.0781550335794297,C: Acceptable
"International Journal for Crime, Justice and Social Democracy",3.2,0.925,0.489,-0.3019153812897036,2.0780465779864636,C: Acceptable
Contemporary Economics,4.3,0.72,0.443,-0.30199874258941733,2.0777413347207143,C: Acceptable
Journal of Population Ageing,3.5,0.808,0.536,-0.30222559928000714,2.076910655768604,C: Acceptable
International Journal of Children's Spirituality,2.9,0.962,0.519,-0.3025788988485643,2.075616982151896,C: Acceptable
Forum for Social Economics,4.2,0.827,0.359,-0.3028317918210818,2.0746909663978066,C: Acceptable
Journal of Psychosocial Oncology,3.8,0.674,0.599,-0.3029645270408872,2.074204931125894,C: Acceptable
Continuity and Change,1.1,1.501,0.392,-0.3038564197062078,2.0709390963704957,C: Acceptable
Emotional and Behavioural Difficulties,2.8,0.947,0.554,-0.30393325128360904,2.07065776292585,C: Acceptable
Novum Jus,2,1.338,0.348,-0.30497673558854155,2.0668368465283184,C: Acceptable
OCNOS,2.2,1.113,0.524,-0.3050276543853077,2.066650397662163,C: Acceptable
Integrative Psychological and Behavioral Science,2.5,1.099,0.47,-0.3052237345453892,2.0659324128344614,C: Acceptable
Public Integrity,3,0.935,0.517,-0.30627864840542246,2.0620696449454465,C: Acceptable
Nordic Journal of Music Therapy,3.2,0.817,0.586,-0.30748219246406694,2.0576626392941995,C: Acceptable
Asian Pacific Journal of Social Work,4.5,0.644,0.463,-0.30793757903426877,2.0559951546899033,C: Acceptable
Canadian Journal of Behavioural Science,3.5,0.62,0.709,-0.3093779831521665,2.0507208408481605,C: Acceptable
Journal of Rational - Emotive and Cognitive - Behavior Therapy,3.5,0.853,0.48,-0.3094405568568693,2.05049171531822,C: Acceptable
Ethnobiology and Conservation,3.2,0.902,0.499,-0.30962150365160773,2.049829144188181,C: Acceptable
De Jure: Jurnal Hukum dan Syar'iah,2.5,0.802,0.754,-0.3099782744609882,2.0485227599624873,C: Acceptable
Journal of Research in Childhood Education,3,0.89,0.554,-0.3106885966525661,2.045921780056512,C: Acceptable
Popular Music and Society,1.7,1.285,0.457,-0.3114009638985301,2.0433133117946496,C: Acceptable
NORA - Nordic Journal of Feminist and Gender Research,2,1.178,0.493,-0.312430741024557,2.0395425868416828,C: Acceptable
Creativity Studies,3.4,1.005,0.348,-0.3125938664763409,2.038945271950956,C: Acceptable
Journal of Asian Architecture and Building Engineering,3.5,0.883,0.441,-0.31527025715583046,2.0291451580583737,C: Acceptable
Tobacco Induced Diseases,2.7,0.838,0.665,-0.3152880857153681,2.0290798753941686,C: Acceptable
Journal of Elder Abuse and Neglect,2.8,1.014,0.469,-0.3156680572724954,2.0276885372146096,C: Acceptable
Human Arenas,4,0.78,0.429,-0.3157586008398577,2.0273569947088053,C: Acceptable
Education and Treatment of Children,2.2,0.868,0.744,-0.31768439441736473,2.0203053349725018,C: Acceptable
Journal of Cross-Cultural Gerontology,2.6,0.925,0.598,-0.31774120241874537,2.0200973216627087,C: Acceptable
Journal of Urban History,1.8,1.433,0.278,-0.318209522526752,2.0183824784479927,C: Acceptable
Sahara J,3.2,0.86,0.523,-0.3201821399811976,2.0111593641739027,C: Acceptable
Bulletin of the School of Oriental and African Studies,0.7,1.75,0.21,-0.32055632177972615,2.0097892262974657,C: Acceptable
Revista de Ciencias Sociales,3,1.126,0.306,-0.3205728813315064,2.0097285903467057,C: Acceptable
Journal of Peace Education,2.3,1.135,0.448,-0.32455117039471093,1.9951613277210356,C: Acceptable
Journal of Turkish Science Education,3.6,0.837,0.448,-0.32488370642353376,1.9939436837571614,C: Acceptable
Social Anthropology,3,1.098,0.326,-0.3251659569567053,1.992910169706869,C: Acceptable
Marriage and Family Review,2.7,0.875,0.61,-0.32669972574298023,1.9872939833609917,C: Acceptable
Community Development,2.7,1.066,0.421,-0.3275335413991627,1.9842408086288317,C: Acceptable
International Journal of Early Years Education,2.8,0.986,0.476,-0.3282150158299089,1.981745460289975,C: Acceptable
Ianna Journal of Interdisciplinary Studies,1.9,1.068,0.595,-0.3298931747439257,1.9756005620084,C: Acceptable
Journal of Politics in Latin America,2.5,0.879,0.643,-0.3316101968150761,1.9693133588798344,C: Acceptable
Journal of Neurolinguistics,3.3,0.787,0.552,-0.3325639256269134,1.9658210993041787,C: Acceptable
African Studies,2.3,1.26,0.31,-0.33385157816556815,1.961106114444309,C: Acceptable
Social Inclusion,3.3,0.869,0.468,-0.3346709202183269,1.9581059375659657,C: Acceptable
Philosophy and the Mind Sciences,2.8,0.678,0.766,-0.3359102473028667,1.953567905554522,C: Acceptable
Journal of Quantitative Analysis in Sports,2.3,1.222,0.343,-0.33650142035778013,1.9514032128910876,C: Acceptable
Journal of Empirical Research on Human Research Ethics,3.5,0.797,0.488,-0.33820549686348744,1.9451634124144277,C: Acceptable
Business and Society Review,3.8,0.729,0.486,-0.3390435525905391,1.9420947118557326,C: Acceptable
Rationality and Society,2.3,0.954,0.602,-0.3391210054414169,1.9418111034999999,C: Acceptable
Journal of Theoretical and Philosophical Psychology,1.9,1.298,0.352,-0.34032466337924294,1.9374036808584534,C: Acceptable
Central European Management Journal,4,0.705,0.459,-0.34248335762510657,1.9294992109950475,C: Acceptable
Centaurus,2.9,1.238,0.182,-0.3428740917588323,1.9280684635927428,C: Acceptable
Journal of Global Slavery,1.2,1.63,0.176,-0.34472318688234144,1.9212976498444057,C: Acceptable
NAN NU,0.9,1.735,0.139,-0.3455073768047916,1.918426189181984,C: Acceptable
Canadian Journal of African Studies,2.1,1.288,0.307,-0.346362627790266,1.9152945249116573,C: Acceptable
Journal of African Diaspora Archaeology and Heritage,1.5,1.419,0.313,-0.34646816678851283,1.914908073781464,C: Acceptable
Journal of International Political Theory,2.4,1.035,0.487,-0.34704333820202193,1.9128019741737556,C: Acceptable
Intellectual History Review,1.1,1.531,0.29,-0.34823186036897735,1.9084499740381689,C: Acceptable
Global Social Welfare,4.1,0.609,0.519,-0.34972268551145713,1.9029910340178673,C: Acceptable
International Review of Sociology,2.4,1.081,0.436,-0.35059804508580183,1.8997857383219579,C: Acceptable
Anuario de Estudios Americanos,0.7,1.735,0.175,-0.35098659623068285,1.8983629843488146,C: Acceptable
"Human Service Organizations Management, Leadership and Governance",3,0.894,0.481,-0.35294844870300235,1.8911792881057674,C: Acceptable
Journal of Technology in Human Services,3.6,0.769,0.468,-0.3535193800456422,1.889088714324595,C: Acceptable
Societies,3,0.873,0.496,-0.35639325542190164,1.8785654726258896,C: Acceptable
Journal of Chinese Sociology,2.2,1.131,0.421,-0.357227711595782,1.8755099525162633,C: Acceptable
Review of Black Political Economy,2.5,0.833,0.644,-0.3586473473628901,1.870311685943949,C: Acceptable
European Journal of Migration and Law,2.7,0.92,0.513,-0.3590000064137493,1.8690203577047069,C: Acceptable
Yustisia,1.8,1.189,0.45,-0.35963338074321644,1.8667011370419748,C: Acceptable
Qualitative Research Journal,2.2,1.066,0.479,-0.36081037872011085,1.8623913349217907,C: Acceptable
Intersecciones en Antropologia,1.3,1.189,0.558,-0.3623183606325706,1.8568695721226172,C: Acceptable
Hastings Center Report,3,0.859,0.498,-0.36358449042355623,1.8522333968999414,C: Acceptable
Australian Journal of Political Science,2.7,0.949,0.476,-0.36420709736536955,1.8499536030765498,C: Acceptable
Cognitive Neuropsychology,3.3,0.762,0.524,-0.3647219895366745,1.8480682273876201,C: Acceptable
Cogent Social Sciences,2.8,0.975,0.418,-0.370313284899708,1.827594635178262,C: Acceptable
Applied Network Science,3.3,0.848,0.43,-0.3705430958147158,1.8267531387711435,C: Acceptable
Behavioral Interventions,1.8,0.778,0.834,-0.3717256100868196,1.8224231376860884,C: Acceptable
Presidential Studies Quarterly,2,1.041,0.53,-0.37213866466459233,1.8209106597294706,C: Acceptable
